VENDOR,BILLING_MONTH,VENDOR_PARTNER_NAME,USAGE_ROWS,TOTAL_QUANTITY,TOTAL_AMOUNT,EST_DOLLAR_IMPACT,NORMALIZED_KEY
Acronis,2026-06-01,A Tech 4 U,7,37459.25,2022.779323,2022.779323,a tech 4 u
Acronis,2026-07-01,NXT IT Solutions,7,37061.43,2018.7475600000002,2018.7475600000002,nxt it  olution
Acronis,2026-03-01,EssentialNet Solutions,7,70758.04,2011.822342,2011.822342,e entialnet  olution
ESET,2026-06-01,Caspian IT Group,1,77000.0,2004.05154,2004.05154,ca pian it group
Acronis,2026-07-01,Electronic Business Systems UK,7,87389.49,1996.1467519999997,1996.1467519999997,electronic bu ine   y tem  uk
Bitdefender,2026-08-01,"Boston HelpDesk, Inc.",4,1927.0,1995.28,1995.28,bo ton helpde k inc
Acronis,2026-04-01,NXT IT Solutions,8,35115.04,1988.8526359999998,1988.8526359999998,nxt it  olution
Acronis,2026-05-01,Electronic Business Systems UK,8,83332.58,1984.947789,1984.947789,electronic bu ine   y tem  uk
Auvik,2026-07-01,"ConnectWise, LLC",1,355.0,1980.0,1980.0,connectwi e llc
Acronis,2026-06-01,NXT IT Solutions,7,36449.96,1973.265188,1973.265188,nxt it  olution
SentinelOne,2026-06-01,SysTechNY,1,2731.0,1966.32,1966.32,y techny
Acronis,2026-06-01,Electronic Business Systems UK,7,85106.05,1962.9186399999999,1962.9186399999999,electronic bu ine   y tem  uk
Proofpoint,2026-03-01,P5 Ventures,13,904.0,1957.7400000000002,1957.7400000000002,p5 venture
Acronis,2026-05-01,NXT IT Solutions,7,36316.86,1957.6843199999998,1957.6843199999998,nxt it  olution
Acronis,2026-03-01,NXT IT Solutions,8,37430.6,1955.124538,1955.124538,nxt it  olution
Proofpoint,2026-02-01,P5 Ventures,13,903.0,1952.44,1952.44,p5 venture
Acronis,2026-02-01,EssentialNet Solutions,7,70769.29,1940.9157919999998,1940.9157919999998,e entialnet  olution
Bitdefender,2026-08-01,Direct Distributors,2,1380.0,1938.9,1938.9,direct di tributor
Bitdefender,2026-05-01,Direct Distributors,2,1380.0,1938.9,1938.9,direct di tributor
Bitdefender,2026-03-01,Direct Distributors,2,1380.0,1938.9,1938.9,direct di tributor
Bitdefender,2026-01-01,Direct Distributors,2,1380.0,1938.9,1938.9,direct di tributor
Bitdefender,2026-07-01,Direct Distributors,2,1380.0,1938.9,1938.9,direct di tributor
Bitdefender,2026-04-01,Direct Distributors,2,1380.0,1938.9,1938.9,direct di tributor
Bitdefender,2026-06-01,Direct Distributors,2,1380.0,1938.9,1938.9,direct di tributor
Bitdefender,2026-02-01,Direct Distributors,2,1380.0,1938.8999999999999,1938.8999999999999,direct di tributor
Bitdefender,2026-02-01,"Boston HelpDesk, Inc.",2,1930.0,1930.4,1930.4,bo ton helpde k inc
SentinelOne,2026-05-01,SysTechNY,1,2681.0,1930.32,1930.32,y techny
Acronis,2026-04-01,Electronic Business Systems UK,7,80642.42,1929.669031,1929.669031,electronic bu ine   y tem  uk
Acronis,2026-06-01,EssentialNet Solutions,7,64458.11,1916.368528,1916.368528,e entialnet  olution
Acronis,2026-04-01,EssentialNet Solutions,7,65474.53,1915.5746439999998,1915.5746439999998,e entialnet  olution
Acronis,2026-05-01,EssentialNet Solutions,7,64389.29,1907.211092,1907.211092,e entialnet  olution
Proofpoint,2026-07-01,IDT Support,141,1630.0,1899.01,1899.01,idt  upport
Acronis,2026-05-01,Premier Technology LLC,5,86889.33,1897.927884,1897.927884,premier technology llc
Bitdefender,2026-04-01,"Boston HelpDesk, Inc.",3,1896.0,1897.36,1897.36,bo ton helpde k inc
Acronis,2026-07-01,EssentialNet Solutions,7,65598.48000000001,1896.9887039999999,1896.9887039999999,e entialnet  olution
Bitdefender,2026-03-01,"Boston HelpDesk, Inc.",3,1889.0,1890.2,1890.2,bo ton helpde k inc
SentinelOne,2026-04-01,SysTechNY,1,2637.0,1883.068351,1883.068351,y techny
SentinelOne,2026-03-01,SysTechNY,1,2604.0,1874.88,1874.88,y techny
Acronis,2026-03-01,Nuvex Solutions,8,45730.61,1872.2181489999998,1872.2181489999998,nuvex  olution
Acronis,2026-02-01,NXT IT Solutions,8,34667.38,1869.1585,1869.1585,nxt it  olution
Auvik,2026-01-01,"ConnectWise, LLC",1,331.0,1860.0,1860.0,connectwi e llc
Bitdefender,2026-01-01,"Boston HelpDesk, Inc.",2,1856.0,1856.4,1856.4,bo ton helpde k inc
Proofpoint,2026-06-01,IDT Support,139,1579.0,1854.76,1854.76,idt  upport
Acronis,2026-02-01,Nuvex Solutions,8,44555.8,1846.775163,1846.775163,nuvex  olution
Acronis,2026-06-01,Premier Technology LLC,5,81969.29,1836.036392,1836.036392,premier technology llc
Proofpoint,2026-05-01,IDT Support,140,1548.0,1827.5199999999998,1827.5199999999998,idt  upport
Acronis,2026-03-01,Xpower-IT,7,41200.67,1826.632166,1826.632166,xpower it
Proofpoint,2026-07-01,Network Center Communications,35,1082.0,1825.6999999999998,1825.6999999999998,network center communication
Acronis,2026-01-01,EssentialNet Solutions,7,66259.75,1824.5789,1824.5789,e entialnet  olution
Acronis,2026-01-01,Nuvex Solutions,8,43670.770000000004,1823.791902,1823.791902,nuvex  olution
Bitdefender,2026-01-01,Moon Computers Ltd,3,1223.0,1820.4448,1820.4448,moon computer  ltd
Acronis,2026-03-01,Electronic Business Systems UK,7,74837.02,1818.253118,1818.253118,electronic bu ine   y tem  uk
Acronis,2026-06-01,B4B Telecoms,3,32391.73,1818.217983,1818.217983,b4b telecom
Acronis,2026-02-01,Xpower-IT,7,40640.43,1815.3098639999996,1815.3098639999996,xpower it
Acronis,2026-07-01,B4B Telecoms,3,32258.940000000002,1810.5108109999999,1810.5108109999999,b4b telecom
Acronis,2026-07-01,Premier Technology LLC,5,82684.21,1802.928008,1802.928008,premier technology llc
Acronis,2026-02-01,Electronic Business Systems UK,6,73592.83,1798.589265,1798.589265,electronic bu ine   y tem  uk
Acronis,2026-01-01,Xpower-IT,7,40039.69,1793.708812,1793.708812,xpower it
Acronis,2026-06-01,NIC Inc.,9,46557.49,1791.4645520000001,1791.4645520000001,nic inc
Acronis,2026-07-01,NIC Inc.,9,46578.16,1791.242068,1791.242068,nic inc
Bitdefender,2026-08-01,P5 Ventures,3,1676.0,1774.1381000000001,1774.1381000000001,p5 venture
Acronis,2026-01-01,NXT IT Solutions,8,32685.43,1772.00072,1772.00072,nxt it  olution
Acronis,2026-03-01,B4B Telecoms,3,31500.29,1771.902364,1771.902364,b4b telecom
Acronis,2026-04-01,Xpower-IT,7,41034.46,1769.8060079999998,1769.8060079999998,xpower it
Acronis,2026-05-01,NIC Inc.,9,44495.99,1768.9039520000001,1768.9039520000001,nic inc
Acronis,2026-01-01,"Datacade, LLC",4,33707.44,1751.58127,1751.58127,datacade llc
Acronis,2026-02-01,"Datacade, LLC",4,33707.44,1751.58127,1751.58127,datacade llc
Acronis,2026-03-01,"Datacade, LLC",3,33696.44,1749.6837699999999,1749.6837699999999,datacade llc
Proofpoint,2026-06-01,Network Center Communications,33,1032.0,1744.0,1744.0,network center communication
Acronis,2026-07-01,Xpower-IT,7,42746.79,1741.587492,1741.587492,xpower it
Acronis,2026-01-01,Electronic Business Systems UK,6,70952.93000000001,1737.67537,1737.67537,electronic bu ine   y tem  uk
Auvik,2026-01-01,Five Rivers IT,2,216.0,1728.0,1728.0,five river  it
Acronis,2026-01-01,"Petra Technologies, Inc.",4,65729.25,1727.9369,1727.9369,petra technologie  inc
Acronis,2026-04-01,B4B Telecoms,3,30745.45,1727.064475,1727.064475,b4b telecom
Acronis,2026-06-01,Xpower-IT,7,41811.46,1726.054208,1726.054208,xpower it
Acronis,2026-05-01,B4B Telecoms,3,30596.53,1719.269797,1719.269797,b4b telecom
Proofpoint,2026-05-01,Pivit Strategy,11,1051.0,1718.0499999999997,1718.0499999999997,pivit  trategy
Acronis,2026-05-01,Xpower-IT,7,41527.64,1715.100472,1715.100472,xpower it
Acronis,2026-02-01,B4B Telecoms,3,30486.87,1708.600749,1708.600749,b4b telecom
Bitdefender,2026-06-01,Network Center Communications,3,1459.0,1706.0,1706.0,network center communication
ESET,2026-03-01,UK/EMEA/ROW Legacy License Billing - **Please do not touch**,7,58745.0,1699.910637,1699.910637,uk emea row legacy licen e billing plea e do not touch
ESET,2026-05-01,UK/EMEA/ROW Legacy License Billing - **Please do not touch**,7,58745.0,1699.910637,1699.910637,uk emea row legacy licen e billing plea e do not touch
ESET,2026-01-01,UK/EMEA/ROW Legacy License Billing - **Please do not touch**,7,58745.0,1699.9106369999997,1699.9106369999997,uk emea row legacy licen e billing plea e do not touch
ESET,2026-07-01,UK/EMEA/ROW Legacy License Billing - **Please do not touch**,7,58745.0,1699.9106369999997,1699.9106369999997,uk emea row legacy licen e billing plea e do not touch
ESET,2026-02-01,UK/EMEA/ROW Legacy License Billing - **Please do not touch**,7,53060.0,1699.8957920000003,1699.8957920000003,uk emea row legacy licen e billing plea e do not touch
ESET,2026-04-01,UK/EMEA/ROW Legacy License Billing - **Please do not touch**,7,56850.0,1699.88859,1699.88859,uk emea row legacy licen e billing plea e do not touch
Proofpoint,2026-07-01,Cobb Technologies,51,1410.0,1697.98,1697.98,cobb technologie
Proofpoint,2026-04-01,Pivit Strategy,10,1019.0,1692.95,1692.95,pivit  trategy
Acronis,2026-02-01,Moon Computers Ltd,11,75515.45000000001,1675.0154650000002,1675.0154650000002,moon computer  ltd
Proofpoint,2026-03-01,Pivit Strategy,10,1004.0,1671.1999999999998,1671.1999999999998,pivit  trategy
Bitdefender,2026-05-01,"Boston HelpDesk, Inc.",3,1662.0,1663.36,1663.36,bo ton helpde k inc
Acronis,2026-01-01,B4B Telecoms,3,29499.809999999998,1654.925062,1654.925062,b4b telecom
Proofpoint,2026-02-01,Pivit Strategy,10,992.0,1654.1,1654.1,pivit  trategy
Bitdefender,2026-06-01,P5 Ventures,3,1546.0,1653.5068999999999,1653.5068999999999,p5 venture
SentinelOne,2026-05-01,MooIT,1,1630.0,1646.3,1646.3,mooit
Exium,2026-07-01,Pivit Strategy,3,293.0,1645.5,1645.5,pivit  trategy
ESET,2026-06-01,UK/EMEA/ROW Legacy License Billing - **Please do not touch**,7,56850.0,1645.07481,1645.07481,uk emea row legacy licen e billing plea e do not touch
Proofpoint,2026-07-01,"Total Technology Resources, LLC",28,986.0,1628.5,1628.5,total technology re ource  llc
Auvik,2026-01-01,ConnectWise - EMEA,1,155.0,1627.5,1627.5,connectwi e emea
Bitdefender,2026-07-01,P5 Ventures,3,1570.0,1624.1867000000002,1624.1867000000002,p5 venture
Proofpoint,2026-06-01,"Total Technology Resources, LLC",28,982.0,1621.9,1621.9,total technology re ource  llc
Acronis,2026-07-01,Skynet Broadband Pty Ltd,9,60534.19,1621.476112,1621.476112,kynet broadband pty ltd
Proofpoint,2026-01-01,Pivit Strategy,10,968.0,1616.9,1616.9,pivit  trategy
Proofpoint,2026-07-01,Lighthouse IT,19,1202.0,1610.68,1610.68,lighthou e it
Exium,2026-06-01,Pivit Strategy,3,285.0,1601.5,1601.5,pivit  trategy
Bitdefender,2026-06-01,"Boston HelpDesk, Inc.",3,1600.0,1601.36,1601.36,bo ton helpde k inc
Acronis,2026-06-01,Skynet Broadband Pty Ltd,9,59114.57,1595.924136,1595.924136,kynet broadband pty ltd
Bitdefender,2026-07-01,"Boston HelpDesk, Inc.",3,1592.0,1593.28,1593.28,bo ton helpde k inc
Acronis,2026-02-01,Skynet Broadband Pty Ltd,10,45609.86,1587.704428,1587.704428,kynet broadband pty ltd
Acronis,2026-03-01,Terminal B,5,81749.59,1568.750882,1568.750882,terminal b
Proofpoint,2026-01-01,Edge IT,46,1075.0,1561.6699999999998,1561.6699999999998,edge it
Bitdefender,2026-05-01,P5 Ventures,3,1452.0,1560.1507000000001,1560.1507000000001,p5 venture
Webroot,2026-04-01,Comstar Technologies,1,3000.0,1560.0,1560.0,com tar technologie
Webroot,2026-03-01,Comstar Technologies,1,3000.0,1560.0,1560.0,com tar technologie
Webroot,2026-01-01,Comstar Technologies,1,3000.0,1560.0,1560.0,com tar technologie
Webroot,2026-02-01,Comstar Technologies,1,3000.0,1560.0,1560.0,com tar technologie
Proofpoint,2026-05-01,"Total Technology Resources, LLC",27,944.0,1559.2,1559.2,total technology re ource  llc
SentinelOne,2026-07-01,SECURENETWORKS (Palmetto Tech),1,2158.0,1553.76,1553.76,ecurenetwork  palmetto tech
Proofpoint,2026-05-01,Network Center Communications,31,916.0,1552.6000000000001,1552.6000000000001,network center communication
Proofpoint,2026-02-01,Edge IT,46,1064.0,1548.8000000000002,1548.8000000000002,edge it
Proofpoint,2026-07-01,Pivit Strategy,11,986.0,1541.3,1541.3,pivit  trategy
Proofpoint,2026-06-01,Edge IT,44,1027.0,1533.1200000000001,1533.1200000000001,edge it
Acronis,2026-02-01,Morris Business Solutions,10,69237.59,1528.9676319999999,1528.9676319999999,morri  bu ine   olution
Proofpoint,2026-07-01,Edge IT,44,1024.0,1527.29,1527.29,edge it
KeepIT,2026-01-01,Your IT Department,1,2028.0,1526.75,1526.75,your it department
SentinelOne,2026-01-01,SysTechNY,1,2134.0,1525.994359,1525.994359,y techny
Proofpoint,2026-06-01,Lighthouse IT,18,1138.0,1524.9199999999998,1524.9199999999998,lighthou e it
Proofpoint,2026-05-01,Lighthouse IT,17,1137.0,1523.5799999999997,1523.5799999999997,lighthou e it
Proofpoint,2026-06-01,Pivit Strategy,11,973.0,1520.65,1520.65,pivit  trategy
SentinelOne,2026-02-01,SysTechNY,1,2106.0,1516.32,1516.32,y techny
Bitdefender,2026-04-01,P5 Ventures,3,1413.0,1514.593,1514.593,p5 venture
Proofpoint,2026-05-01,Edge IT,44,1012.0,1508.5600000000002,1508.5600000000002,edge it
Auvik,2026-04-01,"ConnectWise, LLC",1,260.0,1505.0,1505.0,connectwi e llc
Bitdefender,2026-07-01,Network Center Communications,3,1274.0,1501.1000000000001,1501.1000000000001,network center communication
Bitdefender,2026-02-01,Moon Computers Ltd,3,1016.0,1498.5782,1498.5782,moon computer  ltd
Proofpoint,2026-04-01,Edge IT,45,1026.0,1495.78,1495.78,edge it
Proofpoint,2026-03-01,Edge IT,45,1025.0,1494.1299999999999,1494.1299999999999,edge it
Bitdefender,2026-01-01,TWC IT Solutions,4,1039.0,1493.9735,1493.9735,twc it  olution
KeepIT,2026-06-01,David Latham,1,1489.0,1489.0,1489.0,david latham
KeepIT,2026-07-01,David Latham,1,1488.0,1488.0,1488.0,david latham
Bitdefender,2026-08-01,SM Tech Solutions Corp,3,1540.0,1482.46,1482.46,m tech  olution  corp
KeepIT,2026-06-01,Think IP Systems,2,1478.0,1478.0,1478.0,think ip  y tem
Acronis,2026-04-01,Terminal B,5,78696.59,1476.268332,1476.268332,terminal b
Acronis,2026-03-01,Skynet Broadband Pty Ltd,9,46707.58,1475.813384,1475.813384,kynet broadband pty ltd
Acronis,2026-05-01,Skynet Broadband Pty Ltd,9,54054.84,1475.554332,1475.554332,kynet broadband pty ltd
Bitdefender,2026-03-01,P5 Ventures,3,1393.0,1466.9621,1466.9621,p5 venture
Bitdefender,2026-03-01,Moon Computers Ltd,3,1021.0,1465.0323,1465.0323,moon computer  ltd
Auvik,2026-02-01,"ConnectWise, LLC",1,252.0,1465.0,1465.0,connectwi e llc
KeepIT,2026-05-01,Think IP Systems,2,1457.0,1457.0,1457.0,think ip  y tem
Bitdefender,2026-08-01,Network Center Communications,3,1230.0,1452.75,1452.75,network center communication
Bitdefender,2026-04-01,Moon Computers Ltd,3,992.0,1449.6488,1449.6488,moon computer  ltd
Acronis,2026-04-01,Skynet Broadband Pty Ltd,9,47353.22,1447.900556,1447.900556,kynet broadband pty ltd
Webroot,2026-07-01,RMHT Solutions LLC,1,2545.0,1425.2,1425.2,rmht  olution  llc
Webroot,2026-06-01,RMHT Solutions LLC,1,2545.0,1425.2,1425.2,rmht  olution  llc
KeepIT,2026-05-01,David Latham,1,1419.0,1419.0,1419.0,david latham
Acronis,2026-01-01,Skynet Broadband Pty Ltd,9,44892.72,1417.8432559999999,1417.8432559999999,kynet broadband pty ltd
KeepIT,2026-04-01,David Latham,1,1416.0,1416.0,1416.0,david latham
Proofpoint,2026-04-01,"Total Technology Resources, LLC",23,857.0,1414.05,1414.05,total technology re ource  llc
Proofpoint,2026-04-01,Lighthouse IT,14,1055.0,1413.6999999999998,1413.6999999999998,lighthou e it
Proofpoint,2026-07-01,MooIT,14,756.0,1405.8000000000004,1405.8000000000004,mooit
Proofpoint,2026-04-01,IDT Support,135,1219.0,1402.7799999999997,1402.7799999999997,idt  upport
KeepIT,2026-07-01,Certified CIO,2,2608.0,1402.0,1402.0,certified cio
Proofpoint,2026-03-01,"Total Technology Resources, LLC",23,843.0,1398.5500000000002,1398.5500000000002,total technology re ource  llc
Acronis,2026-04-01,Morris Business Solutions,11,59865.14,1394.8451719999998,1394.8451719999998,morri  bu ine   olution
Bitdefender,2026-01-01,Link High Technologies,3,1307.0,1389.67,1389.67,link high technologie
SentinelOne,2026-05-01,CANYONPOINT,1,1920.0,1382.4,1382.4,canyonpoint
Acronis,2026-07-01,DG Network Solutions LLC,3,27105.82,1379.4525090000002,1379.4525090000002,dg network  olution  llc
Exium,2026-05-01,Pivit Strategy,3,244.0,1376.0,1376.0,pivit  trategy
KeepIT,2026-01-01,Certified CIO,2,2482.0,1370.5,1370.5,certified cio
Proofpoint,2026-06-01,MooIT,14,736.0,1369.3,1369.3,mooit
Bitdefender,2026-02-01,P5 Ventures,3,1278.0,1364.3285999999998,1364.3285999999998,p5 venture
Acronis,2026-06-01,DG Network Solutions LLC,3,26730.44,1361.851788,1361.851788,dg network  olution  llc
Acronis,2026-05-01,Morris Business Solutions,11,60159.61,1357.902128,1357.902128,morri  bu ine   olution
KeepIT,2026-01-01,Aztech IT Solutions,2,1818.0,1354.5,1354.5,aztech it  olution
KeepIT,2026-07-01,Aztech IT Solutions,2,1817.0,1354.25,1354.25,aztech it  olution
Acronis,2026-06-01,RMHT Solutions LLC,3,52287.33,1353.694184,1353.694184,rmht  olution  llc
Proofpoint,2026-05-01,MooIT,14,728.0,1352.9,1352.9,mooit
Proofpoint,2026-01-01,Western Capital Resources,2,1226.0,1348.6,1348.6,we tern capital re ource
Acronis,2026-06-01,Morris Business Solutions,7,61033.34,1344.467832,1344.467832,morri  bu ine   olution
Acronis,2026-01-01,MobileTech Ltd,13,29070.640000000003,1343.9630409999997,1343.9630409999997,mobiletech ltd
Proofpoint,2026-04-01,MooIT,14,722.0,1342.1,1342.1,mooit
Proofpoint,2026-02-01,Western Capital Resources,2,1218.0,1339.8,1339.8,we tern capital re ource
Proofpoint,2026-03-01,Western Capital Resources,2,1216.0,1337.6,1337.6,we tern capital re ource
Acronis,2026-05-01,DG Network Solutions LLC,3,26277.239999999998,1336.844974,1336.844974,dg network  olution  llc
Acronis,2026-01-01,Morris Business Solutions,11,55633.84,1334.580732,1334.580732,morri  bu ine   olution
Exium,2026-04-01,Pivit Strategy,3,236.0,1332.0,1332.0,pivit  trategy
Proofpoint,2026-05-01,Mountaineer IT,35,683.0,1327.9299999999998,1327.9299999999998,mountaineer it
Acronis,2026-03-01,Your IT Department,8,49782.950000000004,1327.797102,1327.797102,your it department
Acronis,2026-05-01,Your IT Department,8,51083.9,1327.091212,1327.091212,your it department
Webroot,2026-06-01,EssentialNet Solutions,2,2393.0,1327.09,1327.09,e entialnet  olution
Webroot,2026-07-01,EssentialNet Solutions,2,2393.0,1327.09,1327.09,e entialnet  olution
Proofpoint,2026-06-01,Mountaineer IT,35,684.0,1326.6899999999998,1326.6899999999998,mountaineer it
Proofpoint,2026-04-01,Western Capital Resources,2,1204.0,1324.4,1324.4,we tern capital re ource
Webroot,2026-04-01,RMHT Solutions LLC,1,2545.0,1323.4,1323.4,rmht  olution  llc
Webroot,2026-02-01,RMHT Solutions LLC,1,2545.0,1323.4,1323.4,rmht  olution  llc
Webroot,2026-01-01,RMHT Solutions LLC,1,2545.0,1323.4,1323.4,rmht  olution  llc
Webroot,2026-03-01,RMHT Solutions LLC,1,2545.0,1323.4,1323.4,rmht  olution  llc
Webroot,2026-05-01,RMHT Solutions LLC,1,2545.0,1323.4,1323.4,rmht  olution  llc
Acronis,2026-04-01,DG Network Solutions LLC,3,26010.84,1323.2284650000001,1323.2284650000001,dg network  olution  llc
Acronis,2026-04-01,Your IT Department,8,50042.12,1323.164768,1323.164768,your it department
Proofpoint,2026-03-01,Lighthouse IT,13,981.0,1314.54,1314.54,lighthou e it
Exium,2026-03-01,Pivit Strategy,3,232.0,1310.0,1310.0,pivit  trategy
Acronis,2026-03-01,DG Network Solutions LLC,3,25658.489999999998,1307.5803210000001,1307.5803210000001,dg network  olution  llc
Acronis,2026-06-01,Your IT Department,8,51978.9,1304.746412,1304.746412,your it department
Acronis,2026-03-01,Morris Business Solutions,11,53806.99,1302.9148019999998,1302.9148019999998,morri  bu ine   olution
Exium,2026-01-01,Pivit Strategy,3,230.0,1299.0,1299.0,pivit  trategy
Exium,2026-02-01,Pivit Strategy,3,229.0,1293.5,1293.5,pivit  trategy
Acronis,2026-07-01,Jeff Computers,3,56035.03,1290.693144,1290.693144,jeff computer
Proofpoint,2026-05-01,Western Capital Resources,2,1170.0,1287.0,1287.0,we tern capital re ource
Proofpoint,2026-06-01,Western Capital Resources,2,1168.0,1284.8000000000002,1284.8000000000002,we tern capital re ource
